Message,Extracted,Expected
631973 - confirmation code for secure access.,nan,631973
Authentication code: 721756. Keep it safe.,nan,721756
Authentication code: 985191. Keep it safe.,nan,985191
232356 - confirmation code for secure access.,nan,232356
Authentication code: 504762. Keep it safe.,nan,504762
125099 - confirmation code for secure access.,nan,125099
646604 - confirmation code for secure access.,nan,646604
569716 - confirmation code for secure access.,nan,569716
Authentication code: 199033. Keep it safe.,nan,199033
758656 - confirmation code for secure access.,nan,758656
63471 - confirmation code for secure access.,nan,63471
370737 - confirmation code for secure access.,nan,370737
Authentication code: 119661. Keep it safe.,nan,119661
Authentication code: 879116. Keep it safe.,nan,879116
Authentication code: 695940. Keep it safe.,nan,695940
694875 - confirmation code for secure access.,nan,694875
Authentication code: 964798. Keep it safe.,nan,964798
Authentication code: 260781. Keep it safe.,nan,260781
Dear customer OTP login 148782 share anyone. Bajaj Finserv employee call ask OTP. 148782,nan,148782
Your otp : 7108,nan,7108
146331 Zomato verification code. Enjoy :- tzq5yFMlr4q,nan,146331
113495 Flipkart code valid 10 minutes. share OTP anyone. 113495,nan,113495
619613 Flipkart code valid 10 minutes. share OTP anyone. 619613,nan,619613
539296 Flipkart code valid 10 minutes. share OTP anyone. 539296,nan,539296
342863 Flipkart code valid 10 minutes. share OTP anyone. 342863,nan,342863
Avail code is: 571801 IYHtFmTXYmb,nan,571801
338119 Flipkart code valid 10 minutes. share OTP anyone. 338119,nan,338119
126475 Flipkart code valid 10 minutes. share OTP anyone. 126475,nan,126475
133918 Flipkart code valid 10 minutes. share OTP anyone. 133918,nan,133918
HDFC Bank: Enter this verification code: 451358. Do not share this with anyone.,nan,451358
OTP Online Txn INR 395.30 PAYTM Indian Bank Debit card ending 4988 802853. Valid 3min. Dt 07-04-2022 12:00:41. Disclose.,nan,802853
Ecom Express Executive 08046809000 PIN 95362 deliver Flipkart order 8694021098. Pay Rs.953.57CASHUPIPayment Link. Code refuse 957881,95362,957881
Avail code is: 467989 IYHtFmTXYmb,nan,467989
Avail code is: 955699 IYHtFmTXYmb,nan,955699
Please use this otp : 696901 to continue on BookMyShow/GTvgWSS8DQ,nan,696901
"Dear user, Rs.135.25 spent at Flipkart using your A/c ...6722. Remaining Bal: Rs.12105.2. Total Bal: Rs.27599.87800056333. OTP: 712460. Axis Bank on 11-03-2024 01:04:06",nan,712460
"Dear user, Rs.4635.88 spent at Flipkart using your A/c ...5305. Remaining Bal: Rs.18443.02. Total Bal: Rs.56000.48688057769. OTP: 877219. Axis Bank on 05-05-2024 08:33:51",nan,877219
G-707407 Google verification code.,nan,707407
- Never share OTP. OTP link Paytm Account Vodafone Idea Ltd: 400564. Report -,nan,400564
verification OTP Zomato 559817. -ZOMATO,nan,559817
verification OTP Zomato 845458. -ZOMATO,nan,845458
verification OTP Zomato 789135. -ZOMATO,nan,789135
Security code Slot Booking/Cancellation Application: 900793,nan,900793
"Dear user, Rs.9494.94 spent at Flipkart using your A/c ...9946. Remaining Bal: Rs.125466.36. Total Bal: Rs.161640.38498804072. OTP: 175257. HDFC Bank on 11-08-2024 21:54:16",nan,175257
Telegram code: 287782 also tap link log in: oLeq9AcOZkT,nan,287782
Dear Customer satisfied Complaint Resolution RNP211031023980 Share Happiness Code : 332453 Service Engineer.,nan,332453
otp for Aadhaar (XX7347) is 284546 (valid for 10 mins). Aadhaar paperless eKYC can be used as offline identity verification.visit uidai.gov.in for more info,7347,284546
EPF India SMS One Time Password: 412068 OTP-ID: 777169,nan,412068
OTP creating ABHA 785682. One Time Password valid 10 mins. ABDM National Health Authority,nan,785682
Dear Vision11 User Mobile Verify OTP is: 501487. Never share anyone. Thank Choosing Vision11. ze0rf3n0w5K,nan,501487
OTP register/access CoWIN 254180. valid 3 minutes. - CoWIN,nan,254180
OTP adding BANK BARODA account number 981 beneficiary fund transfer 430350. Please share OTP confidential. :PPBL,nan,430350
Mi Account 51249 verification code 927469. code valid 5 minutes.,51249,927469
686447 Mitra verification code. Please share anyone. jOvA6R6oOI,nan,686447
Mi Account 874429 verification code 927469. code valid 5 minutes.,874429,927469
Dear Customer satisfied Complaint Resolution RNP211031023980 Share Happiness Code : 921883 Service Engineer.,nan,921883
"otp for Aadhaar (XX7097) is 664657 (valid for 10 mins). To enhance security,Lock/Unlock your biometrics using mAadhaar/SMS Service/Visit uidai.gov.in",7097,664657
Dear user login OTP generated. OTP : 151396. DONT SHARE ANYONE. NEVER CALL VERIFY OTP,nan,151396
Microsoft: Enter this verification code: 803073. Do not share this with anyone.,nan,803073
EPF India SMS One Time Password: 159241 OTP-ID: 777169,nan,159241
Security code Slot Booking/Cancellation Application: 128085,nan,128085
557249 - confirmation code for secure access.,nan,557249
549055 - confirmation code for secure access.,nan,549055
729866 - confirmation code for secure access.,nan,729866
Authentication code: 141727. Keep it safe.,nan,141727
621529 - confirmation code for secure access.,nan,621529
750149 - confirmation code for secure access.,nan,750149
56432 - confirmation code for secure access.,nan,56432
Authentication code: 579469. Keep it safe.,nan,579469
190448 - confirmation code for secure access.,nan,190448
180041 - confirmation code for secure access.,nan,180041
Authentication code: 501025. Keep it safe.,nan,501025
Authentication code: 712160. Keep it safe.,nan,712160
314823 - confirmation code for secure access.,nan,314823
415563 - confirmation code for secure access.,nan,415563
422598 - confirmation code for secure access.,nan,422598
313843 - confirmation code for secure access.,nan,313843
Authentication code: 765521. Keep it safe.,nan,765521
61289 - confirmation code for secure access.,nan,61289
Authentication code: 936847. Keep it safe.,nan,936847
Authentication code: 3342. Keep it safe.,nan,3342
Authentication code: 7177. Keep it safe.,nan,7177
483716 - confirmation code for secure access.,nan,483716
Authentication code: 366848. Keep it safe.,nan,366848
Authentication code: 690247. Keep it safe.,nan,690247
864955 - confirmation code for secure access.,nan,864955
310220 - confirmation code for secure access.,nan,310220
Authentication code: 421320. Keep it safe.,nan,421320
Authentication code: 429178. Keep it safe.,nan,429178
388040 - confirmation code for secure access.,nan,388040
Authentication code: 664416. Keep it safe.,nan,664416
2467 - confirmation code for secure access.,nan,2467
Authentication code: 780020. Keep it safe.,nan,780020
Authentication code: 168775. Keep it safe.,nan,168775
Authentication code: 451536. Keep it safe.,nan,451536
55567 - confirmation code for secure access.,nan,55567
778301 - confirmation code for secure access.,nan,778301
Authentication code: 555552. Keep it safe.,nan,555552
Authentication code: 229387. Keep it safe.,nan,229387
650079 - confirmation code for secure access.,nan,650079
365211 - confirmation code for secure access.,nan,365211
Authentication code: 176044. Keep it safe.,nan,176044
381443 - confirmation code for secure access.,nan,381443
Authentication code: 137823. Keep it safe.,nan,137823
Authentication code: 221235. Keep it safe.,nan,221235
Authentication code: 174133. Keep it safe.,nan,174133
333697 - confirmation code for secure access.,nan,333697
999291 - confirmation code for secure access.,nan,999291
Authentication code: 538373. Keep it safe.,nan,538373
463241 - confirmation code for secure access.,nan,463241
Authentication code: 899630. Keep it safe.,nan,899630
Authentication code: 913288. Keep it safe.,nan,913288
Authentication code: 294724. Keep it safe.,nan,294724
381977 - confirmation code for secure access.,nan,381977
66431 - confirmation code for secure access.,nan,66431
Authentication code: 33844. Keep it safe.,nan,33844
Authentication code: 336740. Keep it safe.,nan,336740
Authentication code: 372921. Keep it safe.,nan,372921
323316 - confirmation code for secure access.,nan,323316
155535 - confirmation code for secure access.,nan,155535
42515 - confirmation code for secure access.,nan,42515
Authentication code: 166890. Keep it safe.,nan,166890
Authentication code: 501121. Keep it safe.,nan,501121
Authentication code: 25835. Keep it safe.,nan,25835
761939 - confirmation code for secure access.,nan,761939
Authentication code: 765118. Keep it safe.,nan,765118
427261 - confirmation code for secure access.,nan,427261
539637 - confirmation code for secure access.,nan,539637
Authentication code: 45413. Keep it safe.,nan,45413
Authentication code: 718307. Keep it safe.,nan,718307
787083 - confirmation code for secure access.,nan,787083
477900 - confirmation code for secure access.,nan,477900
Authentication code: 420852. Keep it safe.,nan,420852
82588 - confirmation code for secure access.,nan,82588
633490 - confirmation code for secure access.,nan,633490
9890 - confirmation code for secure access.,nan,9890
Authentication code: 90170. Keep it safe.,nan,90170
976413 - confirmation code for secure access.,nan,976413
Authentication code: 641037. Keep it safe.,nan,641037
Authentication code: 378819. Keep it safe.,nan,378819
205350 - confirmation code for secure access.,nan,205350
843362 - confirmation code for secure access.,nan,843362
501607 - confirmation code for secure access.,nan,501607
Authentication code: 324668. Keep it safe.,nan,324668
Authentication code: 543827. Keep it safe.,nan,543827
327312 - confirmation code for secure access.,nan,327312
146237 - confirmation code for secure access.,nan,146237
Authentication code: 22391. Keep it safe.,nan,22391
63019 - confirmation code for secure access.,nan,63019
629850 - confirmation code for secure access.,nan,629850
Authentication code: 668399. Keep it safe.,nan,668399
591730 - confirmation code for secure access.,nan,591730
Authentication code: 839900. Keep it safe.,nan,839900
559710 - confirmation code for secure access.,nan,559710
153846 - confirmation code for secure access.,nan,153846
Authentication code: 95940. Keep it safe.,nan,95940
Authentication code: 644217. Keep it safe.,nan,644217
Authentication code: 418303. Keep it safe.,nan,418303
Authentication code: 200008. Keep it safe.,nan,200008
Authentication code: 483595. Keep it safe.,nan,483595
238649 - confirmation code for secure access.,nan,238649
Authentication code: 261885. Keep it safe.,nan,261885
747705 - confirmation code for secure access.,nan,747705
Authentication code: 715417. Keep it safe.,nan,715417
410391 - confirmation code for secure access.,nan,410391
Authentication code: 749276. Keep it safe.,nan,749276
67874 - confirmation code for secure access.,nan,67874
940358 - confirmation code for secure access.,nan,940358
177730 - confirmation code for secure access.,nan,177730
Authentication code: 898065. Keep it safe.,nan,898065
564022 - confirmation code for secure access.,nan,564022
Authentication code: 579002. Keep it safe.,nan,579002
Authentication code: 266735. Keep it safe.,nan,266735
692634 - confirmation code for secure access.,nan,692634
Authentication code: 714446. Keep it safe.,nan,714446
Authentication code: 259131. Keep it safe.,nan,259131
Authentication code: 149551. Keep it safe.,nan,149551
Authentication code: 22783. Keep it safe.,nan,22783
742076 - confirmation code for secure access.,nan,742076
87205 - confirmation code for secure access.,nan,87205
368624 - confirmation code for secure access.,nan,368624
Authentication code: 329124. Keep it safe.,nan,329124
350976 - confirmation code for secure access.,nan,350976
940293 - confirmation code for secure access.,nan,940293
453266 - confirmation code for secure access.,nan,453266
Authentication code: 658724. Keep it safe.,nan,658724
239891 - confirmation code for secure access.,nan,239891
Authentication code: 110898. Keep it safe.,nan,110898
562365 - confirmation code for secure access.,nan,562365
Authentication code: 830696. Keep it safe.,nan,830696
Authentication code: 805829. Keep it safe.,nan,805829
Authentication code: 242358. Keep it safe.,nan,242358
545022 - confirmation code for secure access.,nan,545022
981941 - confirmation code for secure access.,nan,981941
Authentication code: 100346. Keep it safe.,nan,100346
422673 - confirmation code for secure access.,nan,422673
374897 - confirmation code for secure access.,nan,374897
856244 - confirmation code for secure access.,nan,856244
Authentication code: 682516. Keep it safe.,nan,682516
Authentication code: 19506. Keep it safe.,nan,19506
71793 - confirmation code for secure access.,nan,71793
667216 - confirmation code for secure access.,nan,667216
397566 - confirmation code for secure access.,nan,397566
Authentication code: 838836. Keep it safe.,nan,838836
849809 - confirmation code for secure access.,nan,849809
748096 - confirmation code for secure access.,nan,748096
188693 - confirmation code for secure access.,nan,188693
Authentication code: 334396. Keep it safe.,nan,334396
Authentication code: 538145. Keep it safe.,nan,538145
Authentication code: 801149. Keep it safe.,nan,801149
211036 - confirmation code for secure access.,nan,211036
75814 - confirmation code for secure access.,nan,75814
207198 - confirmation code for secure access.,nan,207198
Authentication code: 670102. Keep it safe.,nan,670102
Authentication code: 957409. Keep it safe.,nan,957409
Authentication code: 189301. Keep it safe.,nan,189301
Authentication code: 411087. Keep it safe.,nan,411087
Authentication code: 955521. Keep it safe.,nan,955521
552400 - confirmation code for secure access.,nan,552400
Authentication code: 733453. Keep it safe.,nan,733453
400670 - confirmation code for secure access.,nan,400670
Authentication code: 183112. Keep it safe.,nan,183112
Authentication code: 528874. Keep it safe.,nan,528874
241134 - confirmation code for secure access.,nan,241134
547802 - confirmation code for secure access.,nan,547802
529896 - confirmation code for secure access.,nan,529896
128119 - confirmation code for secure access.,nan,128119
776165 - confirmation code for secure access.,nan,776165
Authentication code: 250628. Keep it safe.,nan,250628
Authentication code: 568551. Keep it safe.,nan,568551
Authentication code: 810142. Keep it safe.,nan,810142
Authentication code: 255535. Keep it safe.,nan,255535
629146 - confirmation code for secure access.,nan,629146
74822 - confirmation code for secure access.,nan,74822
377007 - confirmation code for secure access.,nan,377007
662149 - confirmation code for secure access.,nan,662149
Authentication code: 227533. Keep it safe.,nan,227533
Authentication code: 447599. Keep it safe.,nan,447599
Authentication code: 768305. Keep it safe.,nan,768305
376799 - confirmation code for secure access.,nan,376799
Authentication code: 777619. Keep it safe.,nan,777619
913844 - confirmation code for secure access.,nan,913844
567310 - confirmation code for secure access.,nan,567310
Authentication code: 680309. Keep it safe.,nan,680309
683039 - confirmation code for secure access.,nan,683039
372910 - confirmation code for secure access.,nan,372910
810862 - confirmation code for secure access.,nan,810862
Authentication code: 532316. Keep it safe.,nan,532316
Authentication code: 130469. Keep it safe.,nan,130469
875857 - confirmation code for secure access.,nan,875857
Authentication code: 410992. Keep it safe.,nan,410992
Authentication code: 219895. Keep it safe.,nan,219895
Authentication code: 552105. Keep it safe.,nan,552105
701462 - confirmation code for secure access.,nan,701462
491737 - confirmation code for secure access.,nan,491737
Authentication code: 8706. Keep it safe.,nan,8706
760252 - confirmation code for secure access.,nan,760252
Authentication code: 568092. Keep it safe.,nan,568092
Authentication code: 666748. Keep it safe.,nan,666748
175853 - confirmation code for secure access.,nan,175853
268685 - confirmation code for secure access.,nan,268685
969764 - confirmation code for secure access.,nan,969764
798530 - confirmation code for secure access.,nan,798530
Authentication code: 706282. Keep it safe.,nan,706282
Authentication code: 379222. Keep it safe.,nan,379222
Authentication code: 114034. Keep it safe.,nan,114034
Authentication code: 45146. Keep it safe.,nan,45146
Authentication code: 395078. Keep it safe.,nan,395078
Authentication code: 879090. Keep it safe.,nan,879090
Authentication code: 588905. Keep it safe.,nan,588905
820938 - confirmation code for secure access.,nan,820938
Authentication code: 197868. Keep it safe.,nan,197868
508348 - confirmation code for secure access.,nan,508348
133434 - confirmation code for secure access.,nan,133434
209328 - confirmation code for secure access.,nan,209328
534458 - confirmation code for secure access.,nan,534458
643978 - confirmation code for secure access.,nan,643978
114010 - confirmation code for secure access.,nan,114010
748016 - confirmation code for secure access.,nan,748016
Authentication code: 785179. Keep it safe.,nan,785179
Authentication code: 323038. Keep it safe.,nan,323038
Authentication code: 508620. Keep it safe.,nan,508620
Authentication code: 599889. Keep it safe.,nan,599889
Authentication code: 32815. Keep it safe.,nan,32815
Authentication code: 464495. Keep it safe.,nan,464495
646210 - confirmation code for secure access.,nan,646210
574700 - confirmation code for secure access.,nan,574700
761123 - confirmation code for secure access.,nan,761123
Authentication code: 46883. Keep it safe.,nan,46883
96371 - confirmation code for secure access.,nan,96371
69643 - confirmation code for secure access.,nan,69643
297287 - confirmation code for secure access.,nan,297287
Authentication code: 591344. Keep it safe.,nan,591344
Authentication code: 851297. Keep it safe.,nan,851297
44610 - confirmation code for secure access.,nan,44610
259182 - confirmation code for secure access.,nan,259182
673066 - confirmation code for secure access.,nan,673066
790912 - confirmation code for secure access.,nan,790912
Authentication code: 786088. Keep it safe.,nan,786088
Authentication code: 384341. Keep it safe.,nan,384341
135425 - confirmation code for secure access.,nan,135425
Authentication code: 899541. Keep it safe.,nan,899541
Authentication code: 297012. Keep it safe.,nan,297012
971306 - confirmation code for secure access.,nan,971306
Authentication code: 421967. Keep it safe.,nan,421967
73631 - confirmation code for secure access.,nan,73631
Authentication code: 937633. Keep it safe.,nan,937633
Authentication code: 808327. Keep it safe.,nan,808327
613763 - confirmation code for secure access.,nan,613763
237170 - confirmation code for secure access.,nan,237170
Authentication code: 396351. Keep it safe.,nan,396351
653123 - confirmation code for secure access.,nan,653123
424262 - confirmation code for secure access.,nan,424262
680778 - confirmation code for secure access.,nan,680778
766071 - confirmation code for secure access.,nan,766071
Authentication code: 701822. Keep it safe.,nan,701822
Authentication code: 390759. Keep it safe.,nan,390759
Authentication code: 65153. Keep it safe.,nan,65153
Authentication code: 186973. Keep it safe.,nan,186973
Authentication code: 830420. Keep it safe.,nan,830420
539277 - confirmation code for secure access.,nan,539277
851389 - confirmation code for secure access.,nan,851389
Authentication code: 310834. Keep it safe.,nan,310834
Authentication code: 591408. Keep it safe.,nan,591408
Authentication code: 488227. Keep it safe.,nan,488227
Authentication code: 700318. Keep it safe.,nan,700318
246196 - confirmation code for secure access.,nan,246196
Authentication code: 886517. Keep it safe.,nan,886517
Authentication code: 248565. Keep it safe.,nan,248565
476159 - confirmation code for secure access.,nan,476159
883464 - confirmation code for secure access.,nan,883464
320736 - confirmation code for secure access.,nan,320736
Authentication code: 947351. Keep it safe.,nan,947351
Authentication code: 948634. Keep it safe.,nan,948634
Authentication code: 443503. Keep it safe.,nan,443503
Authentication code: 620749. Keep it safe.,nan,620749
138664 - confirmation code for secure access.,nan,138664
873470 - confirmation code for secure access.,nan,873470
Authentication code: 330196. Keep it safe.,nan,330196
Authentication code: 341698. Keep it safe.,nan,341698
Authentication code: 689047. Keep it safe.,nan,689047
878634 - confirmation code for secure access.,nan,878634
Authentication code: 574734. Keep it safe.,nan,574734
956237 - confirmation code for secure access.,nan,956237
Authentication code: 112035. Keep it safe.,nan,112035
Authentication code: 655688. Keep it safe.,nan,655688
89896 - confirmation code for secure access.,nan,89896
162790 - confirmation code for secure access.,nan,162790
357855 - confirmation code for secure access.,nan,357855
Authentication code: 120505. Keep it safe.,nan,120505
Authentication code: 423317. Keep it safe.,nan,423317
111338 - confirmation code for secure access.,nan,111338
547660 - confirmation code for secure access.,nan,547660
564539 - confirmation code for secure access.,nan,564539
732351 - confirmation code for secure access.,nan,732351
202908 - confirmation code for secure access.,nan,202908
124461 - confirmation code for secure access.,nan,124461
Authentication code: 388538. Keep it safe.,nan,388538
Authentication code: 542538. Keep it safe.,nan,542538
896336 - confirmation code for secure access.,nan,896336
Authentication code: 923682. Keep it safe.,nan,923682
505098 - confirmation code for secure access.,nan,505098
Authentication code: 490199. Keep it safe.,nan,490199
440033 - confirmation code for secure access.,nan,440033
Authentication code: 923850. Keep it safe.,nan,923850
Authentication code: 979912. Keep it safe.,nan,979912
Authentication code: 69535. Keep it safe.,nan,69535
Authentication code: 705827. Keep it safe.,nan,705827
Authentication code: 692890. Keep it safe.,nan,692890
594595 - confirmation code for secure access.,nan,594595
Authentication code: 894395. Keep it safe.,nan,894395
629896 - confirmation code for secure access.,nan,629896
269735 - confirmation code for secure access.,nan,269735
Authentication code: 949300. Keep it safe.,nan,949300
Authentication code: 345136. Keep it safe.,nan,345136
Authentication code: 327806. Keep it safe.,nan,327806
443563 - confirmation code for secure access.,nan,443563
Authentication code: 760822. Keep it safe.,nan,760822
78312 - confirmation code for secure access.,nan,78312
958044 - confirmation code for secure access.,nan,958044
Authentication code: 204846. Keep it safe.,nan,204846
Authentication code: 853631. Keep it safe.,nan,853631
Authentication code: 318508. Keep it safe.,nan,318508
Authentication code: 911982. Keep it safe.,nan,911982
Authentication code: 83020. Keep it safe.,nan,83020
Authentication code: 967509. Keep it safe.,nan,967509
Authentication code: 773882. Keep it safe.,nan,773882
653944 - confirmation code for secure access.,nan,653944
438110 - confirmation code for secure access.,nan,438110
54395 - confirmation code for secure access.,nan,54395
617204 - confirmation code for secure access.,nan,617204
493034 - confirmation code for secure access.,nan,493034
Authentication code: 826727. Keep it safe.,nan,826727
