Message,Extracted,Expected
"Dear Customer, OTP INITIATE E-MANDATE SBI REQUEST ID 218898 RS. 212115 A/C NO. XXXX6143 247155. DO NOT SHARE.",218898,247155
"MPIN changed successfully @CANDI on 13-Apr-2022 at 22:02:52. If not you, send SUSPECT to 56161. Helpline 18004250018.-Canara Bank.",2022,nan
Comfortable Affordable safe. Travel Lucknow Kanpur Amritsar via Ludhiana Chandigarh Jalandhar zingbus Use code KLV50 get 50 upto Rs150 Book ticket /bI/Cm4,,nan
G-976-405 is your Google security code.,,976405
Enjoy unlimited high-speed data 12 6 every day /ViNFR 1699:4GB/DUL84D 461337:1.5GB/DUL84D5GB28D,1699,nan
"Your a/c XXXXXXXXXXXX8571 is debited Rs. 1300.00 on 2/28/2022 10:12:26 PM to GOPINATH S .
info :P2A/205916770412 -KVB",1300,nan
Dear 63693822XX 5500 Bonus Superstar Daily finale Junglee Rummy Prize Pool: 720589 Entry Fees - Win -,5500,nan
Comfortable Affordable safe. Travel Lucknow Amritsar via Ludhiana Chandigarh Jalandhar zingbus Use code AMT50 get 50 upto 150rs Book ticket /1y/4wk,,nan
Enter 363-484 to confirm your WhatsApp registration.,,363484
LAST 2 DAYS to get Rs500 OFF@TRENDS on shopping of Rs1250 til 28Nov.Use code TRNDDG24XR3011 at stores open with highest safety standards.Ignore if redeemed. T&C,,nan
Dear 63693822XX 5500 Bonus Superstar Daily finale Junglee Rummy Prize Pool: 205000 Entry Fees - Win -,5500,nan
CITYKART Shopping Alert Apka Rs500 Ka FREE Coupon Expire Hone Wala HaiJALDI KIJIYE Bache Hai Sirf 3 DinValid:15April Cpn Code:04032PSUJM5 TC -CITYKART,,nan
OTP Online Transactions Indian Bank Debit Card 4988 JDS-159337.This valid next 5 min.Dt 07-04-22 12.17,4988,159337
Hi 63065557XX RPL 11 Finale Junglee Rummy Prize Pool: 620392 2.5CR Entry Fees - Win -,620392,nan
"Venkat, this deal is a mind SPINNER! Use code - SRH30 on Match Day and get FLAT 30% off upto Rs.500/- on Mi Bands and other health devices.
 
Shop now - https://u1.mnge.co/Ok3JoAR  
TnC apply.

- Team Phable",,nan
"Online shopping is easy with EMIs! Link your EMI Card to the Bajaj Finserv app and check out the latest offers today, 
http://m.BajFin.in/R6T-W51Y",,nan
Your SBI Debit Card ending with 8981 dispatched on 11042022 thru Speed Post No. EB049769289IN. Please follow instructions on welcome letter to generate your PIN,8981,nan
"Dear Customer, OTP INITIATE E-MANDATE SBI REQUEST ID 152086 RS. 582879 A/C NO. XXXX5888 198016. DO NOT SHARE.",152086,198016
"Your debit card is dispatched to your address on 28/04/2022 via SPEED POST, AWB No. AX371642227IN. Generate Green PIN via BOB ATM/bob World app/Baroda Connect/IVR -Bank of Baroda",2022,nan
"Out for Delivery:utkrist Self Design Pr... with tracking ID FMPC1810193261, will be delivered between 01:00PM - 05:00PM today by an EKART Service Partner (call 08068960020, PIN 213). Please pay Rs.239.0 by cash..",,nan
"Hi Sp davawala,


Thanks for your interest in Spinny. Your 2018 Maruti Suzuki Eeco's FREE DOORSTEP EVALUATION is waiting for you. Please click weurl.co/jk45BH.


With SellRight by Spinny, you get benefits of INSTANT PAYMENT, FREE RC TRANSFER and more!


You can call us on 727 727 7275 if you need any assistance.


SellRight by Spinny",2018,nan
got request linking account UPI 366740. kindly contact bank helpline no. 1-800-102-4455 immediately. - Bank Baroda,366740,nan
"Ecom Express Executive 08046809000 PIN 93313 will deliver your Flipkart order 9107791704. Pay Rs 1649.0(CASH,UPI,Payment Link). Code to refuse is 780113",93313,780113
"Dear Customer, OTP INITIATE E-MANDATE SBI REQUEST ID 638300 RS. 809774 A/C NO. XXXX6510 466626. DO NOT SHARE.",638300,466626
"Ecom Express Executive 08046809000 PIN 27427 will deliver your Flipkart order 9107791704. Pay Rs 1649.0(CASH,UPI,Payment Link). Code to refuse is 969953",27427,969953
Thank you for shopping on Meesho! We'd love to hear your feedback on the item purchased. Click here sprw.io/sntt-2e1caf?o_id=836911286&u_id=7733613 Meesho,7733613,nan
INR 2000 debited A/c 2533 ATM ATMD/SPCN5201/CHANDIGARH/23:11 Bal 42858.1707-04-2022 23:11:57. transaction unauthorized SMS BLOCK A/c BLOCK 8828837411 click /module/complaint-lodge-grievence lodge complaint. Punjab Sind Bank,2000,nan
otp for Online Transactions on your Indian Bank Debit Card 4988 is KQS-548142.This is valid for the next 5 min.Dt 21-04-22 11.38,4988,548142
Slot Booking/Cancellation for Application: 236315,236315,nan
OTP for Online Transactions: Indian Bank Debit Card 595852 939376. Valid for next 5 min.,595852,939376
ARRIVING TODAY: Delivery Agent 912241498957 bring order 1 HRX Hrithik Ros... today. Use Pin 7875313460 prompted. His/her body temp. recorded 10:43 97.7F. Pay Rs. 549.00 time delivery. ensure minimum contact delivery encourage UPI Card payment. delivery agent ensuring highest safety standards stay safe home. - Team Myntra.,,nan
OTP for Online Transactions: Indian Bank Debit Card 113749 919615. Valid for next 5 min.,113749,919615
"LAST 2DAYS of FREE SHOPPING WEEK at CENTRAL

SHOP for Rs.3000 & GET Rs.3000 BACK TnC bit.ly/3rLi8kj

Rs500 OFF 598461815585 on Rs5999 + 10% OFF ICICI Bank cards",3000,nan
OTP for Online Transactions: Indian Bank Debit Card 272001 814467. Valid for next 5 min.,272001,814467
OTP online purchase Rs. 1000.00 One97 Communications thru State Bank Debit Card 459113 144009. share anyone.,1000,144009
"Ecom Express Executive 08046809000 PIN 95362 will deliver your Flipkart order 8694021098. Pay Rs 129.0(CASH,UPI,Payment Link). Code to refuse is 652656",95362,652656
"Ecom Express Executive 08046809000 PIN 05013 will deliver your Flipkart order 9008602733. Pay Rs 1033.0(CASH,UPI,Payment Link). Code to refuse is 354301",05013,354301
"Ecom Express Executive 08046809000 PIN 41310 will deliver your Flipkart order 9107791704. Pay Rs 1649.0(CASH,UPI,Payment Link). Code to refuse is 957072",41310,957072
Enter 324-474 to validate your mobile number.,,324474
Dear Customer OTP INITIATE E-MANDATE SBI REQUEST ID TM2211929530101 RS. 500000.00 A/C NO. XXXX1899 641896. SHARE ANYONE. -SBI,500000,641896
"Dear Customer, OTP INITIATE E-MANDATE SBI REQUEST ID 102530 RS. 815504 A/C NO. XXXX2188 233648. DO NOT SHARE.",102530,233648
"Dear Customer, OTP INITIATE E-MANDATE SBI REQUEST ID 667526 RS. 836726 A/C NO. XXXX6181 884404. DO NOT SHARE.",667526,884404
"Dear Customer, OTP INITIATE E-MANDATE SBI REQUEST ID 221410 RS. 484057 A/C NO. XXXX5042 262789. DO NOT SHARE.",221410,262789
"Dear Customer, OTP INITIATE E-MANDATE SBI REQUEST ID 704414 RS. 316202 A/C NO. XXXX9420 964556. DO NOT SHARE.",704414,964556
"Dear Customer, OTP INITIATE E-MANDATE SBI REQUEST ID 413418 RS. 212974 A/C NO. XXXX6001 568649. DO NOT SHARE.",413418,568649
"Dear Customer, OTP INITIATE E-MANDATE SBI REQUEST ID 521507 RS. 770597 A/C NO. XXXX5692 199253. DO NOT SHARE.",521507,199253
"Dear Customer, OTP INITIATE E-MANDATE SBI REQUEST ID 618143 RS. 214616 A/C NO. XXXX3424 694243. DO NOT SHARE.",618143,694243
Ecom Express Executive 08046809000 PIN 356394 deliver Flipkart order 8694021098. Pay Rs 129.0CASHUPIPayment Link. Code refuse 652656,356394,652656
"Dear Customer, OTP INITIATE E-MANDATE SBI REQUEST ID 915053 RS. 367716 A/C NO. XXXX8739 289591. DO NOT SHARE.",915053,289591
OTP for Online Transactions: Indian Bank Debit Card 364821 372573. Valid for next 5 min.,364821,372573
"Dear Customer, OTP INITIATE E-MANDATE SBI REQUEST ID 360026 RS. 994456 A/C NO. XXXX3403 916187. DO NOT SHARE.",360026,916187
"Dear Customer, OTP INITIATE E-MANDATE SBI REQUEST ID 653393 RS. 513786 A/C NO. XXXX1570 192924. DO NOT SHARE.",653393,192924
OTP for Online Transactions: Indian Bank Debit Card 641826 587571. Valid for next 5 min.,641826,587571
OTP for Online Transactions: Indian Bank Debit Card 892452 308771. Valid for next 5 min.,892452,308771
OTP for Online Transactions: Indian Bank Debit Card 995177 576145. Valid for next 5 min.,995177,576145
Check status Bajaj Finserv Healths EMI Card consult doctorsjust Rs.99. Use code DOC99. TC apply,,nan
"To reset your credentials, enter 341-981.",,341981
"To reset your credentials, enter 276-530.",,276530
got request linking account UPI 0882. kindly contact bank helpline no. 1-800-102-4455 immediately. - Bank Baroda,0882,nan
OTP for Online Transactions: Indian Bank Debit Card 504976 340595. Valid for next 5 min.,504976,340595
OTP for Online Transactions: Indian Bank Debit Card 469611 781088. Valid for next 5 min.,469611,781088
OTP for Online Transactions: Indian Bank Debit Card 870806 656353. Valid for next 5 min.,870806,656353
OTP for Online Transactions: Indian Bank Debit Card 917041 398801. Valid for next 5 min.,917041,398801
Arriving Today: Imran order partner 914461710281 PIN 1134. Track opt contactless /R4DEA6 .Please share delivery code 7174 delivery partner confirmation status. - Shadowfax,1134,7174
OTP for Online Transactions: Indian Bank Debit Card 864364 544487. Valid for next 5 min.,864364,544487
OTP online purchase Rs. 1000.00 One97 Communications thru State Bank Debit Card 459113 861719. share anyone.,1000,861719
OTP Online Transactions Indian Bank Debit Card 4988 KQS-548142.This valid next 5 min.Dt 21-04-22 11.38,4988,548142
"Dear Customer, To Change/Update your mobile number, please send the following otp and Ref No. to 567676 as: ACTIVATE 90424437  M0001783893. -SBI",567676,nan
Dear customer Flipkart Reverse pickup AWB 5962696932382 pickupcode 822460612 picked successfully. Status - Delhivery,,nan
got request linking account UPI 753865. kindly contact bank helpline no. 1-800-102-4455 immediately. - Bank Baroda,753865,nan
otp for online purchase of Rs. 1025.00 at VODAFONEIDEA thru State Bank Debit Card 5446*****63 is 742584. Do not share this with anyone.,1025,742584
Vi AlertYour Unlimited Pack EXPIRING TODAY Recharge /ViRC20 1699:4GB/DUL84D 678359:1.5GB/DUL84D5GB28D 3801:UL3GB/Day48GB84D,1699,nan
ARRIVING TODAY: Delivery Agent 912241498037 bring order 1 Roadster Tshirts 1 item today. Use Pin 7875313460 prompted. His/her body temp. recorded 11:14 97.7F. Pay Rs. 748.00 time delivery. ensure minimum contact delivery encourage UPI Card payment. delivery agent ensuring highest safety standards stay safe home. - Team Myntra.,,nan
900330 rupalu gurnchi nanu andukara nanu tocher chestanavu monday isthanu anthavarku naku phone cheyaku,900330,nan
"ARRIVING TODAY: Our Delivery Agent (+912241498037) will bring your order with 1 Roadster Tshirts and 1 more item today. Use Pin 7875313460 if prompted. His/her body temp. recorded at 11:14 AM was 97.7F. Pay Rs. 748.00 at the time of delivery. To ensure minimum contact delivery, we encourage UPI or Card payment. Our delivery agent is ensuring the highest safety standards so you can stay safe at home!. - Team Myntra.",,nan
OTP online purchase Rs. 1000.00 PAYTM thru State Bank Debit Card 459113 542623. share anyone.,1000,542623
OTP online purchase Rs. 1000.00 PAYTM thru State Bank Debit Card 459113 864126. share anyone.,1000,864126
"Ecom Express Executive 08046809000 PIN 7919 will deliver your ONLINE order 9168725661. Pay Rs 529.0(CASH,UPI,Payment Link). Code to refuse is 719012",7919,719012
"Dear Customer, OTP INITIATE E-MANDATE SBI REQUEST ID 333044 RS. 327013 A/C NO. XXXX7180 559048. DO NOT SHARE.",333044,559048
Slot Booking/Cancellation for Application: 168384,168384,nan
OTP for Online Transactions: Indian Bank Debit Card 578363 310378. Valid for next 5 min.,578363,310378
"Ecom Express Executive 08046809000 PIN 95362 will deliver your Flipkart order 8694021098. Pay Rs 129.0(CASH,UPI,Payment Link). Code to refuse is 159297",95362,159297
OTP for Online Transactions: Indian Bank Debit Card 628788 660377. Valid for next 5 min.,628788,660377
ARRIVING TODAY: Delivery Agent 912241498037 bring order 1 HRX Hrithik Ros... today. Use Pin 7875313460 prompted. His/her body temp. recorded 11:14 97.7F. Pay Rs. 549.00 time delivery. ensure minimum contact delivery encourage UPI Card payment. delivery agent ensuring highest safety standards stay safe home. - Team Myntra.,,nan
Dear Sonabai Sudhakar Shambharkar eligible may avail precaution dose private vaccination center 26-04-2022. Please visit CoWIN,2022,nan
Deposit Cash in your wallet expires soon! Hurry! Use it to play on MPL. Win upto 10000 real cash on Spinwheel everyday this GIGL. Play Now: bit.ly/3L4xZ5m,10000,nan
otp for online purchase of Rs. 61.33 at Inditab Esolutions P thru State Bank Debit Card 5446*****63 is 087056. Do not share this with anyone.,5446,087056
otp for online purchase of Rs. 300.00 at Park thru State Bank Debit Card 5446*****63 is 059082. Do not share this with anyone.,5446,059082
"Ecom Express Executive 08046809000 PIN 1064 will deliver your simsim order 9172366531. Pay Rs 349.0(CASH,UPI,Payment Link). Code to refuse is 951541",1064,951541
"Dear Customer, Account XXX224 is credited with INR 1100.00 on 22-Oct-21 from BHUPINDER SINGH. UPI Ref. no. 129525977422 - ICICI Bank.",1100,nan
Your otp is: 966153V6Z4WRLv+QX,,nan
OTP for Online Transactions: Indian Bank Debit Card 318708 557164. Valid for next 5 min.,318708,557164
bout try something new today Place first Netmeds order get flat 25 100 cashback. Code: FULL100. TCA.,,nan
"ARRIVING TODAY: Our Delivery Agent (+912241498065) will bring your order with 1 HRX by Hrithik Ros... today. Use Pin 7875313460 if prompted. His/her body temp. recorded at 11:17 AM was 97.6F. Pay Rs. 549.00 at the time of delivery. To ensure minimum contact delivery, we encourage UPI or Card payment. Our delivery agent is ensuring the highest safety standards so you can stay safe at home!. - Team Myntra.",,nan
Enter 142-359 to confirm your WhatsApp registration.,,142359
otp for Online Transactions on your Indian Bank Debit Card 4988 is JDS-159337.This is valid for the next 5 min.Dt 07-04-22 12.17,4988,159337
Enter 932-329 to validate your mobile number.,,932329
"Dear Customer, OTP INITIATE E-MANDATE SBI REQUEST ID 435831 RS. 682357 A/C NO. XXXX4239 757909. DO NOT SHARE.",435831,757909
"Celebrate this Ugadi with CENTRAL, 02 -15 Apr

Rs.2000 FREE Shopping as Future Pay Cash on Shopping of Rs.5999

Also choose from wide range of gifts too. TnC",2000,nan
"Dear Customer, OTP INITIATE E-MANDATE SBI REQUEST ID 616163 RS. 855910 A/C NO. XXXX3478 440338. DO NOT SHARE.",616163,440338
G-545-408 is your Google security code.,,545408
Ecom Express Executive 08046809000 PIN 251795 deliver Flipkart order 8694021098. Pay Rs 129.0CASHUPIPayment Link. Code refuse 669228,251795,669228
"Dear Customer, OTP INITIATE E-MANDATE SBI REQUEST ID 531706 RS. 547814 A/C NO. XXXX3150 777367. DO NOT SHARE.",531706,777367
Shadowfax rider 914461710281 PIN 1771 will deliver your Anarkali order AWB SF206583905443FPL today. Attempt code 3522 Visit https://tracker.shadowfax.in,1771,3522
"Dear Customer, OTP INITIATE E-MANDATE SBI REQUEST ID 634538 RS. 843698 A/C NO. XXXX5173 156543. DO NOT SHARE.",634538,156543
Arriving Today: Srinu order partner 914067820390 PIN 9165. Track opt contactless //track/23C134956D261D883E619E043E2A0CBA/Fwd/ .Please share delivery code 7330 delivery partner confirmation status. - Shadowfax,9165,7330
714676 ಬನಸ ಪಡಯರ ಈಗ A23 ರಮಮ ಡನಲಡ ಮಡ /s/jsL0hIiVOK,714676,nan
"Dear Customer, Your otp for your fund transfer request of Rs. 25000 for SHASHANK SHEKHER UPA XXXX5704 is 5114 - Fino",25000,5114
OTP for Online Transactions: Indian Bank Debit Card 708432 210811. Valid for next 5 min.,708432,210811
OTP for Online Transactions: Indian Bank Debit Card 237148 377804. Valid for next 5 min.,237148,377804
OTP for Online Transactions: Indian Bank Debit Card 508610 531795. Valid for next 5 min.,508610,531795
OTP for Online Transactions: Indian Bank Debit Card 380287 632933. Valid for next 5 min.,380287,632933
OTP for Online Transactions: Indian Bank Debit Card 364326 513958. Valid for next 5 min.,364326,513958
OTP for Online Transactions: Indian Bank Debit Card 760606 843415. Valid for next 5 min.,760606,843415
OTP Online Transactions Indian Bank Debit Card 4988 FQN-288867.This valid next 5 min.Dt 07-04-22 11.57,4988,288867
Arriving Today: Imran order partner 914461710281 PIN 8683. Track opt contactless //track/25AEBB10A6112196BB637BB3271CEB43/Fwd/ .Please share delivery code 7720 delivery partner confirmation status. - Shadowfax,8683,7720
"Ecom Express Executive 08046809000 PIN 55435 will deliver your Flipkart order 9008602733. Pay Rs 1033.0(CASH,UPI,Payment Link). Code to refuse is 845847",55435,845847
otp for Online Transactions on your Indian Bank Debit Card 4988 is JXS-177988.This is valid for the next 5 min.Dt 07-04-22 12.32,4988,177988
5000 ಬನಸ ಪಡಯರ ಈಗ A23 ರಮಮ ಡನಲಡ ಮಡ /s/jsL0hIiVOK,5000,nan
"CENTRAL Celebrates Festival of Fashion from 02 -11 Apr

Rs. 2000 FREE Shopping as Future Pay Cash on Shopping of Rs. 5999 . TnC",2000,nan
"Dear Customer, otp to approve transaction of Rs. 1034 from your A/c No. ending 2483 to Zomato Ltd is 42750277. Do not share with anyone. -SBI",1034,42750277
Enter 986-811 to verify your identity.,,986811
INR 2000 debited A/c 2533 ATM ATMD/SPCN5201/CHANDIGARH/23:11 Bal 533636.1707-04-2022 23:11:57. transaction unauthorized SMS BLOCK A/c BLOCK 8828837411 click /module/complaint-lodge-grievence lodge complaint. Punjab Sind Bank,2000,nan
Enjoy unlimited high-speed data 12 6 every day /ViNFR 1699:4GB/DUL84D 414507:1.5GB/DUL84D5GB28D,1699,nan
OTP for Online Transactions: Indian Bank Debit Card 444393 734670. Valid for next 5 min.,444393,734670
"SALARY 25000/- to 45000/- Per Month SIMPLE TYPING JOB DATA ENTRY,HAND WRITING WORK & MOBILE WORK Male/Female. Details Call Suhani 8882326925",25000,nan
"Dear Customer, OTP INITIATE E-MANDATE SBI REQUEST ID 533040 RS. 250756 A/C NO. XXXX6884 609461. DO NOT SHARE.",533040,609461
"Dear Customer, OTP INITIATE E-MANDATE SBI REQUEST ID 724892 RS. 147190 A/C NO. XXXX8320 903081. DO NOT SHARE.",724892,903081
OTP for Online Transactions: Indian Bank Debit Card 735694 938524. Valid for next 5 min.,735694,938524
"Ecom Express Executive 08046809000 PIN 73617 will deliver your Flipkart order 9008602733. Pay Rs 1033.0(CASH,UPI,Payment Link). Code to refuse is 582619",73617,582619
"Dear Customer, OTP INITIATE E-MANDATE SBI REQUEST ID 579267 RS. 309208 A/C NO. XXXX2125 863775. DO NOT SHARE.",579267,863775
Arriving Today: Srinu order partner 914071153148 PIN 5985. Track opt contactless /zwyJan .Please share delivery code 281353 delivery partner confirmation status. - Shadowfax,5985,281353
Dear Customer OTP INITIATE E-MANDATE SBI REQUEST ID TM2211929530101 RS. 500000.00 A/C NO. XXXX1899 27158351. SHARE ANYONE. -SBI,500000,27158351
Shadowfax rider 914461710281 PIN 6826 will deliver your Anarkali order AWB SF206583905443FPL today. Attempt code 1383 Visit https://tracker.shadowfax.in,6826,1383
"Dear Customer, OTP INITIATE E-MANDATE SBI REQUEST ID 961668 RS. 973821 A/C NO. XXXX4151 279079. DO NOT SHARE.",961668,279079
Arriving Today: Srinu order partner 914071153148 PIN 7932. Track opt contactless /zwyJan .Please share delivery code 316656 delivery partner confirmation status. - Shadowfax,7932,316656
Arriving Today: Srinu order partner 914067820390 PIN 6292. Track opt contactless //track/D813EABEA027896BCA6A8258E27B5D15/Fwd/ .Please share delivery code 9825 delivery partner confirmation status. - Shadowfax,6292,9825
"Ecom Express Executive 08046809000 PIN 88613 will deliver your Flipkart order 9008602733. Pay Rs 1033.0(CASH,UPI,Payment Link). Code to refuse is 473948",88613,473948
Ecom Express Executive 08046809000 PIN 95362 deliver Flipkart order 8694021098. Pay Rs 129.0CASHUPIPayment Link. Code refuse 159297,95362,159297
"Ecom Express Executive 08046809000 PIN 86011 will deliver your ONLINE order 9122741977. Pay Rs 914.0(CASH,UPI,Payment Link). Code to refuse is 674881",86011,674881
"Dear Customer, OTP INITIATE E-MANDATE SBI REQUEST ID 341587 RS. 847908 A/C NO. XXXX7466 195351. DO NOT SHARE.",341587,195351
"Out for Delivery: Stefano Rads Classy Sn... with tracking ID FMPC1752290091 from flipkart.com, will be delivered between 09:00AM - 01:00PM today by an EKART Wish Master (call 04067820005, PIN 106). Please check with the Wishmaster if you can pay using SMS payment link. To know about safety measures taken to ensure a safe delivery of your order, click here: http://ekrt.in/ZWRUbguuuN .",,nan
G-727-223 is your Google security code.,,727223
otp for Online Txn INR 352.82 at PAYTM on Indian Bank Debit card ending 4988 is 629806. Valid for 3min. Dt 07-04-2022 11:47:06. Do Not Disclose.,4988,629806
015 237 Instagram code SIYRxKrru1t,,015237
Ecom Express Executive 08046809000 PIN 432566 deliver Flipkart order 8694021098. Pay Rs 129.0CASHUPIPayment Link. Code refuse 669228,432566,669228
Ecom Express Executive 08046809000 PIN 877962 deliver Flipkart order 8694021098. Pay Rs 129.0CASHUPIPayment Link. Code refuse 894359,877962,894359
Ecom Express Executive 08046809000 PIN 776523 deliver Flipkart order 8694021098. Pay Rs 129.0CASHUPIPayment Link. Code refuse 894359,776523,894359
Ecom Express Executive 08046809000 PIN 95362 deliver Flipkart order 8694021098. Pay Rs 129.0CASHUPIPayment Link. Code refuse 652656,95362,652656
Ecom Express Executive 08046809000 PIN 73617 deliver Flipkart order 9008602733. Pay Rs 1033.0CASHUPIPayment Link. Code refuse 582619,73617,582619
Ecom Express Executive 08046809000 PIN 395589 deliver Flipkart order 9008602733. Pay Rs 1033.0CASHUPIPayment Link. Code refuse 582619,395589,582619
Ecom Express Executive 08046809000 PIN 500785 deliver Flipkart order 8694021098. Pay Rs 129.0CASHUPIPayment Link. Code refuse 159297,500785,159297
Ecom Express Executive 08046809000 PIN 411772 deliver Flipkart order 8694021098. Pay Rs 129.0CASHUPIPayment Link. Code refuse 652656,411772,652656
Ecom Express Executive 08046809000 PIN 95734 deliver Flipkart order 8694021098. Pay Rs 129.0CASHUPIPayment Link. Code refuse 669228,95734,669228
Ecom Express Executive 08046809000 PIN 149683 deliver Flipkart order 8694021098. Pay Rs 129.0CASHUPIPayment Link. Code refuse 159297,149683,159297
Slot Booking/Cancellation for Application: 832752,832752,nan
"Ecom Express Executive 08046809000 PIN 08724 will deliver your Flipkart order 9008602733. Pay Rs 1033.0(CASH,UPI,Payment Link). Code to refuse is 373487",08724,373487
OTP Online Txn INR 395.30 PAYTM Indian Bank Debit card ending 4988 335464. Valid 3min. Dt 07-04-2022 12:00:41. Disclose.,4988,335464
Enjoy unlimited high-speed data 12 6 every day /ViNFR 1699:4GB/DUL84D 2599:1.5GB/DUL84D5GB28D,1699,nan
otp for online purchase thru State Bank Debit Card 6074*****31 is 792901. Do not share this with anyone,6074,792901
